City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,zemio,5.0314,25.1361,25.24,70,60,1.82,CF,1711401549
83,bredasdorp,-34.5322,20.0403,18.38,79,100,1.15,ZA,1711401254
84,kalajoki,64.25,23.95,-11.16,99,86,0.9,FI,1711401551
85,ust'-kulom,61.6864,53.6902,1.46,95,100,4.33,RU,1711401257
86,wailua homesteads,22.0669,-159.378,25.24,71,0,7.72,US,1711401553
87,preobrazheniye,42.9019,133.9064,-0.03,45,95,1.71,RU,1711401555
88,conduaga,8.862,117.4893,25.21,79,98,1.91,PH,1711401556
89,ixtapa,20.7,-105.2,25.13,61,75,7.2,MX,1711401557
90,west island,-12.1568,96.8225,27.99,83,40,4.12,CC,1711401558
91,cedeira,43.6797,-8.0209,6.32,81,100,6.4,ES,1711401559
92,aasiaat,68.7098,-52.8699,-2.47,78,43,7.07,GL,1711401234
93,stanley,54.868,-1.6985,6.77,97,75,1.03,GB,1711401113
94,arraial do cabo,-22.9661,-42.0278,23.92,88,40,5.14,BR,1711401536
95,monze,-16.2833,27.4833,19.6,70,47,2.26,ZM,1711401564
96,rouissat,31.9243,5.3502,28.04,18,75,7.72,DZ,1711401565
97,espanola,35.9911,-106.0806,7.06,69,100,0.89,US,1711401294
98,vadso,70.0744,29.7487,-7.91,53,20,5.14,NO,1711401219
99,tual,-5.6667,132.75,28.85,77,96,4.95,ID,1711401569
100,port mathurin,-19.6833,63.4167,25.32,79,100,10.5,MU,1711401570
101,thompson,55.7435,-97.8558,-10.05,71,33,1.88,CA,1711401095
102,rampura,30.25,75.2333,19.7,30,35,1.2,IN,1711401573
103,uturoa,-16.7333,-151.4333,28.96,71,1,4.02,PF,1711401088
104,nema,57.5067,50.5011,1.21,100,100,2.7,RU,1711401575
105,margaret river,-33.95,115.0667,12.64,87,16,2.63,AU,1711401540
106,castillos,-34.1667,-53.8333,19.46,70,23,4.08,UY,1711401230
107,kismayo,-0.3582,42.5454,28.74,72,97,4.64,SO,1711401579
108,mamit,23.9333,92.4833,15.78,66,2,1.16,IN,1711401557
109,ust-nera,64.5667,143.2,-16.42,98,100,2.53,RU,1711401215
110,papatowai,-46.5619,169.4708,9.13,74,74,7.05,NZ,1711401084
111,luanda,-8.8368,13.2343,27.26,84,56,3.78,AO,1711401398
112,hermanus,-34.4187,19.2345,14.89,88,100,1.33,ZA,1711401243
113,antsiranana,-12.2787,49.2917,25.14,89,100,1.8,MG,1711401586
114,chinde,26.8418,88.0763,13.27,67,65,2.74,NP,1711401588
115,yangjiang,21.85,111.9667,22.67,94,1,0.82,CN,1711401589
116,laguna,38.421,-121.4238,18.16,61,75,4.63,US,1711401004
117,greenville,35.6127,-77.3663,16.18,44,0,2.57,US,1711401412
118,klyuchi,52.2667,79.1667,-4.65,96,84,2.39,RU,1711401086
119,st. john's,47.5649,-52.7093,-0.68,66,75,3.6,CA,1711401578
120,port elizabeth,-33.918,25.5701,19.16,85,20,5.14,ZA,1711401595
121,okha,53.5739,142.9478,-6.63,94,99,5.54,RU,1711401596
122,vejle,55.7093,9.5357,3.26,85,69,2.63,DK,1711401597
123,kouroussa,10.65,-9.8833,31.24,22,89,1.46,GN,1711401598
124,tiksi,71.6872,128.8694,-28.95,100,100,2.26,RU,1711401081
125,usogorsk,63.4106,48.6872,-5.74,96,100,0.5,RU,1711401601
126,pimentel,-6.8367,-79.9342,27.16,65,0,10.8,PE,1711401602
127,la'ie,21.6477,-157.9253,26.36,68,53,4.02,US,1711401087
128,harper,4.375,-7.7169,26.98,87,69,2.57,LR,1711401605
129,chibougamau,49.9168,-74.3659,-2.21,34,100,5.14,CA,1711401606
130,fale old settlement,-9.3852,-171.2468,29.36,75,15,5.75,TK,1711401607
131,san antonio de pale,-1.4014,5.6325,27.96,80,88,1.95,GQ,1711401608
132,nova sintra,14.8667,-24.7167,19.82,71,6,5.41,CV,1711401610
133,point pedro,9.8167,80.2333,26.72,69,2,4.26,LK,1711401611
134,fortuna,40.5982,-124.1573,15.52,76,100,2.06,US,1711401548
135,mujiayingzi,42.1167,118.7833,1.49,32,91,0.91,CN,1711401539
136,remire-montjoly,4.9167,-52.2667,29.02,70,0,3.6,GF,1711401559
137,at taj,24.2049,23.2857,17.23,22,0,3.04,LY,1711401615
138,san angelo,31.4638,-100.437,22.38,22,40,10.29,US,1711401617
139,polyarnyy,69.1989,33.4478,-12.84,78,100,2.6,RU,1711401619
140,isafjordur,66.0755,-23.124,-6.57,77,100,3.17,IS,1711401555
141,saint-joseph,-21.3667,55.6167,23.21,77,100,7.51,RE,1711401606
142,crane,31.3974,-102.3501,18.36,17,47,11.14,US,1711401623
143,hilo,19.7297,-155.09,25.85,75,100,0.45,US,1711401473
144,vrable,48.2437,18.3085,4.83,69,4,1.22,SK,1711401625
145,san juan de miraflores,-12.1629,-76.9635,24.29,79,64,3.86,PE,1711401592
146,takoradi,4.8845,-1.7554,27.74,86,47,3.91,GH,1711401341
147,qaqortoq,60.7167,-46.0333,-1.76,57,71,9.59,GL,1711401551
148,nemuro,43.3236,145.575,-2.02,76,6,3.33,JP,1711401630
149,lompoc,34.6391,-120.4579,21.12,65,0,8.23,US,1711401614
150,portland,45.5234,-122.6762,11.02,88,100,4.12,US,1711401540
151,bilibino,68.0546,166.4372,-20.97,78,72,1.15,RU,1711401538
152,egilsstadir,65.2653,-14.3948,-4.05,93,100,1.03,IS,1711401635
153,qarqaraly,49.4058,75.4742,-1.83,96,84,2.37,KZ,1711401636
154,georgetown,5.4112,100.3354,28.96,74,20,2.06,MY,1711401542
155,mount isa,-20.7333,139.5,22.87,88,100,2.57,AU,1711401638
156,al ghayzah,16.2079,52.176,26.69,75,9,3.88,YE,1711401640
157,abeche,13.8292,20.8324,27.11,12,7,4.06,TD,1711401641
158,el alto,-4.2714,-81.2147,28.81,72,19,3.19,PE,1711401642
159,flying fish cove,-10.4217,105.6791,25.82,88,75,4.12,CX,1711401559
160,hamilton,39.1834,-84.5333,21.97,34,0,9.26,US,1711401149
161,iskateley,67.6803,53.1512,-17.21,86,100,3.58,RU,1711401646
162,vershino-darasunskiy,52.35,115.5167,-8.53,86,24,1.69,RU,1711401647
163,slavyanka,42.8633,131.3847,0.69,61,100,3.91,RU,1711401648
164,callao,-12.0667,-77.15,25.16,69,20,6.17,PE,1711401605
165,phetchabun,16.25,101.0833,29.57,57,75,1.01,TH,1711401651
166,thinadhoo,0.5333,72.9333,28.47,74,100,1.28,MV,1711401652
167,cobija,-11.0267,-68.7692,28.1,78,40,2.57,BO,1711401653
168,kone,-21.0595,164.8658,24.97,76,75,2.22,NC,1711401569
169,invercargill,-46.4,168.35,9.45,84,76,6.26,NZ,1711401656
170,mount pearl,47.5166,-52.7813,-1.14,66,75,3.6,CA,1711401547
171,kavieng,-2.5744,150.7967,28.53,74,100,2.0,PG,1711401658
172,san miguel,13.4833,-88.1833,35.48,41,69,2.37,SV,1711401359
173,alice springs,-23.7,133.8833,19.01,99,100,2.06,AU,1711401586
174,lerwick,60.1545,-1.1494,2.0,69,100,2.84,GB,1711401548
175,utrik,11.2278,169.8474,26.78,77,100,8.9,MH,1711401662
176,cockburn town,21.4612,-71.1419,24.81,70,0,6.44,TC,1711401664
177,chillicothe,39.3331,-82.9824,21.69,11,0,4.12,US,1711401605
178,laojunmiao,39.8333,97.7333,4.27,43,78,1.96,CN,1711401645
179,buala,-8.145,159.5921,27.85,82,82,1.83,SB,1711401667
180,kapa'a,22.0752,-159.319,25.99,71,0,7.72,US,1711401668
181,iqaluit,63.7506,-68.5145,-11.15,78,100,8.75,CA,1711401558
182,inhambane,-23.865,35.3833,24.5,83,100,6.37,MZ,1711401671
183,luganville,-15.5333,167.1667,27.36,88,99,4.82,VU,1711401672
184,vilyuchinsk,52.9306,158.4028,-3.85,86,100,3.03,RU,1711401673
185,al hoceima,35.2433,-3.9309,16.57,72,40,1.54,MA,1711401674
186,escarcega,18.6089,-90.7454,42.46,16,77,2.59,MX,1711401479
187,desaguadero,-16.5656,-69.0417,13.4,51,43,5.38,PE,1711401677
188,kununurra,-15.7667,128.7333,24.99,100,22,1.03,AU,1711401543
189,ciudad lazaro cardenas,17.9583,-102.2,26.38,48,100,5.19,MX,1711401547
190,abepura,-2.6333,140.5833,23.45,94,20,1.03,ID,1711401680
191,mossel bay,-34.1831,22.146,19.15,90,98,4.67,ZA,1711401681
192,bamboo flat,11.7,92.7167,25.91,67,3,1.93,IN,1711401683
193,new norfolk,-42.7826,147.0587,14.72,71,100,4.22,AU,1711401565
194,kodiak,57.79,-152.4072,4.73,81,100,3.6,US,1711401590
195,geraldton,-28.7667,114.6,15.23,63,0,3.6,AU,1711401402
196,butte,39.6499,-121.5677,16.88,53,54,3.06,US,1711401688
197,northam,51.0333,-4.2167,7.56,92,100,8.38,GB,1711401689
198,port saint john's,-31.6229,29.5448,24.24,78,84,7.54,ZA,1711401690
199,sao gabriel da cachoeira,-0.1303,-67.0892,28.16,79,96,0.14,BR,1711401655
200,baykal'sk,51.5058,104.1469,-3.49,76,12,3.09,RU,1711401692
201,nadi,-17.8,177.4167,27.0,89,75,2.57,FJ,1711401694
202,boden,65.8252,21.6886,-15.0,99,62,1.27,SE,1711401695
203,luderitz,-26.6481,15.1594,16.64,73,0,5.79,NA,1711401573
204,santa terezinha,-29.9002,-50.0904,22.82,81,62,5.08,BR,1711401697
205,carnarvon,-24.8667,113.6333,24.35,53,0,5.25,AU,1711401699
206,markovo,57.3206,107.0881,0.2,93,100,4.49,RU,1711401700
207,nafplio,37.5683,22.8053,14.03,75,32,1.02,GR,1711401452
208,mirpur sakro,24.5474,67.6277,25.5,72,82,5.45,PK,1711401702
209,hassi messaoud,31.6804,6.0729,26.92,32,100,12.86,DZ,1711401704
210,pindushi,62.9152,34.58,-4.94,98,98,1.33,RU,1711401705
211,jianguang,28.1938,115.7836,10.86,83,99,3.66,CN,1711401706
212,maych'ew,12.7875,39.5422,14.37,88,73,1.86,ET,1711401707
213,peniche,39.3558,-9.3811,10.62,78,100,10.04,PT,1711401598
214,rakops,-21.0167,24.3333,23.27,56,0,7.37,BW,1711401710
215,yongning,24.68,118.69,21.11,91,4,1.56,CN,1711401711
216,nar'yan-mar,67.6713,53.087,-17.16,86,100,3.58,RU,1711401712
217,al hawatah,13.4167,34.6333,30.27,11,65,5.94,SD,1711401713
218,bikenibeu village,1.3673,173.1241,27.98,89,75,1.03,KI,1711401714
219,solwezi,-12.1688,26.3894,16.44,97,82,1.73,ZM,1711401716
220,amuntai,-2.4177,115.2494,24.17,92,100,0.81,ID,1711401717
221,mar del plata,-38.0023,-57.5575,17.15,74,40,4.63,AR,1711401662
222,yung shue wan,22.2333,114.1167,24.26,91,0,2.3,HK,1711401701
223,trairi,-3.2778,-39.2689,26.11,85,100,2.99,BR,1711401639
224,ad diwaniyah,31.9905,44.9306,15.98,39,0,1.53,IQ,1711401723
225,puerto baquerizo moreno,-0.9,-89.6,29.55,79,75,3.09,EC,1711401551
226,port blair,11.6667,92.75,25.97,67,2,2.01,IN,1711401661
227,kujama,10.4542,7.6368,26.14,11,1,1.42,NG,1711401726
228,itoman,26.1247,127.6694,23.43,94,75,5.66,JP,1711401728
229,sandnessjoen,66.0217,12.6316,0.23,64,75,2.06,NO,1711401729
230,palmas,-10.2128,-48.3603,30.93,70,75,2.57,BR,1711401730
231,ulladulla,-35.35,150.4667,16.95,82,51,0.89,AU,1711401731
232,alo,7.4178,6.7371,30.47,58,100,2.37,NG,1711401732
233,altai,46.3722,96.2583,-5.28,62,30,3.1,MN,1711401681
234,saynshand,44.8824,110.1163,2.85,34,57,4.19,MN,1711401735
235,walvis bay,-22.9575,14.5053,17.83,74,7,6.16,NA,1711401736
236,kourou,5.1552,-52.6478,29.03,71,98,4.2,GF,1711401737
237,mo i rana,66.3128,14.1428,-4.74,68,75,1.03,NO,1711401700
238,yuzhno-kurilsk,44.0306,145.8556,-3.68,85,3,3.16,RU,1711401574
239,iquique,-20.2208,-70.1431,21.78,75,36,0.8,CL,1711401502
240,gorom-gorom,14.4439,-0.2361,34.31,18,98,4.36,BF,1711401742
241,susuman,62.7833,148.1667,-20.57,100,94,1.34,RU,1711401546
242,grand rapids,42.9634,-85.6681,17.81,49,100,6.69,US,1711401696
243,fort bragg,35.139,-79.006,17.33,45,0,3.6,US,1711401746
244,idri,27.5,13.2667,23.01,13,100,4.96,LY,1711401627
245,san francisco de la paz,14.9,-86.2,39.84,25,1,2.0,HN,1711401748
246,ceeldheer,3.8488,47.1806,27.67,80,23,5.87,SO,1711401749
247,yelizovo,53.1873,158.3805,-3.92,58,75,3.0,RU,1711401750
248,new plymouth,-39.0667,174.0833,18.23,80,97,6.42,NZ,1711401752
249,caarapo,-22.6342,-54.8222,27.55,54,90,2.33,BR,1711401753
250,tanda,26.55,82.65,21.35,37,0,2.02,IN,1711401754
251,smiths falls,44.9001,-76.0161,11.16,58,100,4.02,CA,1711401755
252,atbasar,51.8,68.3333,-0.95,99,96,2.65,KZ,1711401756
253,sebastian,35.1668,-94.2669,14.33,86,95,1.85,US,1711401758
254,vulcan,45.3833,23.2667,1.07,89,53,1.93,RO,1711401759
255,rongelap,11.1635,166.8941,27.1,72,42,8.69,MH,1711401760
256,dingli,35.8614,14.3822,15.09,88,0,3.6,MT,1711401761
257,arkhipo-osipovka,44.37,38.52,9.8,68,40,3.69,RU,1711401762
258,pacific grove,36.6177,-121.9166,18.18,70,40,5.14,US,1711401764
259,labrador city,52.9463,-66.9114,-6.01,31,20,5.66,CA,1711401765
260,nantucket,41.2835,-70.0995,5.08,66,0,14.92,US,1711401694
261,mgandu,-5.95,34.1333,16.71,97,78,2.18,TZ,1711401767
262,riviere-du-loup,47.8304,-69.5342,-2.51,54,75,2.57,CA,1711401768
263,sopela,43.3789,-2.9831,11.0,79,75,1.54,ES,1711401770
264,erenhot,43.6475,111.9767,3.27,35,6,3.44,CN,1711401772
265,griffith,41.5284,-87.4237,19.27,55,40,7.2,US,1711401773
266,benguela,-12.5763,13.4055,27.66,82,26,2.26,AO,1711401636
267,sur,22.5667,59.5289,27.42,57,7,2.52,OM,1711401670
268,kudahuvadhoo,2.6708,72.8944,28.85,73,100,4.06,MV,1711401777
269,al kharj,24.155,47.3346,18.32,36,0,6.95,SA,1711401779
270,texarkana,33.4251,-94.0477,14.12,87,100,4.02,US,1711401506
271,ludington,43.9553,-86.4526,13.1,82,100,2.57,US,1711401781
272,egersund,58.4513,5.9997,1.16,78,100,1.66,NO,1711401742
273,salekhard,66.53,66.6019,-30.82,100,69,1.25,RU,1711401784
274,bonthe,7.5264,-12.505,25.62,78,68,4.02,SL,1711401785
275,weno,7.4515,151.8468,28.97,84,40,3.6,FM,1711401786
276,robore,-18.3333,-59.75,34.05,52,20,0.0,BO,1711401662
277,isna,25.2934,32.554,17.64,19,0,3.49,EG,1711401788
278,lock haven,41.137,-77.4469,13.94,46,22,4.54,US,1711401791
279,palamos,41.8484,3.1291,13.39,59,100,1.79,ES,1711401792
280,vapnyarka,48.5348,28.7436,3.86,76,100,5.28,UA,1711401793
281,aykhal,66.0,111.5,-27.59,100,100,2.36,RU,1711401794
282,port isabel,26.0734,-97.2086,32.24,61,0,6.17,US,1711401795
283,thenzawl,23.3167,92.75,15.04,66,12,1.49,IN,1711401557
284,longboat key,27.4125,-82.659,28.46,46,75,6.17,US,1711401548
285,kaa-khem,51.6833,94.7333,-7.55,96,100,1.08,RU,1711401799
286,veraval,20.9,70.3667,25.59,67,0,5.79,IN,1711401800
287,chulakkurgan,43.765,69.1814,11.15,79,100,1.86,KZ,1711401627
288,rotorua,-38.1387,176.2452,18.12,81,100,3.11,NZ,1711401578
289,labytnangi,66.6572,66.4183,-29.95,96,35,0.27,RU,1711401804
290,tura,25.5198,90.2201,18.45,87,16,2.17,IN,1711401726
291,kokkola,63.8385,23.1307,-11.09,92,0,0.0,FI,1711401516
292,tinajo,29.0788,-13.7081,17.49,63,20,3.6,ES,1711401807
293,sisimiut,66.9395,-53.6735,-4.0,85,82,2.94,GL,1711401644
294,achalpur,21.2572,77.5086,29.44,19,25,3.34,IN,1711401809
295,karoi,-16.8099,29.6925,17.77,81,92,2.14,ZW,1711401810
296,enewetak,11.3474,162.3373,27.25,80,58,9.25,MH,1711401656
297,zunyi,27.6867,106.9072,13.32,90,74,2.67,CN,1711401814
298,siwa oasis,29.2041,25.5195,18.89,26,0,2.2,EG,1711401642
299,motueka,-41.1333,173.0167,18.39,76,100,0.54,NZ,1711401817
300,calabozo,8.9242,-67.4293,39.45,20,67,1.89,VE,1711401818
301,karbala,32.616,44.0249,16.7,44,5,1.42,IQ,1711401683
302,cruzilia,-21.8386,-44.8083,19.03,93,81,0.98,BR,1711401821
303,saldanha,-33.0117,17.9442,16.03,94,70,5.05,ZA,1711401822
304,iquitos,-3.7481,-73.2472,33.02,62,20,0.0,PE,1711401643
305,peterhead,57.5058,-1.7981,3.22,88,100,4.08,GB,1711401824
306,ribeira grande,38.5167,-28.7,14.87,72,20,4.47,PT,1711401825
307,sangola,17.4333,75.2,30.47,29,6,7.76,IN,1711401827
308,nagqu,31.5,92.0,-11.16,85,98,1.66,CN,1711401828
309,rudbar,30.15,62.6,26.95,33,99,3.89,AF,1711401829
310,alvorada,-12.48,-49.1247,25.98,83,67,2.23,BR,1711401830
311,dangriga,16.9692,-88.2321,28.52,76,44,4.57,BZ,1711401832
312,togitsu,32.8333,129.85,16.99,88,75,8.75,JP,1711401833
313,berezovyy,51.6667,135.7,-11.87,86,7,2.0,RU,1711401834
314,paracuru,-3.41,-39.0306,26.17,87,100,3.42,BR,1711401836
315,kingston,17.997,-76.7936,30.65,68,40,4.12,JM,1711401652
316,island harbour,50.724,-1.2758,10.82,83,100,4.47,GB,1711401678
317,ulsteinvik,62.3432,5.8487,2.64,73,16,2.68,NO,1711401839
318,ankang,32.68,109.0172,14.27,67,100,0.57,CN,1711401840
319,saiha,22.4833,92.9667,16.45,60,4,1.76,IN,1711401842
320,salalah,17.0151,54.0924,27.05,83,20,1.54,OM,1711401843
321,bandon,51.7469,-8.7425,6.77,94,100,3.25,IE,1711401844
322,byron bay,-28.65,153.6167,20.39,93,100,0.86,AU,1711401845
323,imperatriz,-5.5264,-47.4917,25.83,92,100,1.34,BR,1711401768
324,alva,56.1528,-3.8051,5.52,99,100,3.43,GB,1711401848
325,storm lake,42.6411,-95.2097,8.12,100,75,4.63,US,1711401849
326,bima,-8.4667,118.7167,24.52,93,97,1.42,ID,1711401850
327,jieshi,22.8134,115.8257,23.59,83,0,2.38,CN,1711401851
328,el salto,20.3333,-104.5,25.34,10,70,4.92,MX,1711401683
329,novodvinsk,64.4165,40.8122,-9.01,92,99,0.87,RU,1711401854
330,boguchany,58.3814,97.4531,0.48,90,100,6.26,RU,1711401855
331,ribeira brava,32.65,-17.0667,16.35,60,42,5.95,PT,1711401856
332,okulovka,58.4008,33.2908,0.31,97,48,1.48,RU,1711401858
333,minas de marcona,-15.2119,-75.1103,21.41,66,22,6.21,PE,1711401859
334,south hedland,-20.4089,118.5983,24.96,73,75,3.09,AU,1711401860
335,galle,6.0367,80.217,25.76,89,44,3.48,LK,1711401861
336,passi,11.15,122.65,24.23,95,100,2.49,PH,1711401864
337,shalkar,47.8288,59.6258,12.65,70,95,7.98,KZ,1711401865
338,eastham,41.8301,-69.9739,4.48,69,0,10.73,US,1711401295
339,priyutovo,53.9,53.9333,-1.63,98,100,1.22,RU,1711401868
340,nouadhibou,20.931,-17.0347,19.99,77,0,7.2,MR,1711401869
341,puno,-15.8333,-70.0333,16.76,50,81,3.78,PE,1711401668
342,paita,-5.0892,-81.1144,25.12,73,22,6.31,PE,1711401682
343,pekan,3.4836,103.3996,25.06,87,94,1.9,MY,1711401880
344,saint-pierre,-21.3393,55.4781,23.82,73,20,6.69,RE,1711401883
345,calama,-22.4667,-68.9333,23.27,38,0,8.23,CL,1711401847
346,whangarei,-35.7317,174.3239,19.69,69,69,2.92,NZ,1711401833
347,semur-en-auxois,47.4833,4.3333,7.24,68,100,4.38,FR,1711401887
348,dhidhdhoo,6.8833,73.1,28.56,73,25,2.2,MV,1711401859
349,shimanovsk,52.0,127.7,-9.5,98,76,1.44,RU,1711401889
350,zunheboto,25.9667,94.5167,11.11,94,9,1.58,IN,1711401890
351,fort mcmurray,56.7268,-111.381,3.77,30,0,6.69,CA,1711401706
352,port macquarie,-31.4333,152.9167,17.72,91,19,1.69,AU,1711401612
353,jamaame,0.0697,42.745,28.02,75,23,3.77,SO,1711401895
354,gadzhiyevo,69.2551,33.3362,-13.35,79,100,2.62,RU,1711401601
355,tolanaro,-25.0319,46.9987,23.04,78,40,6.17,MG,1711401897
356,shenjiamen,29.9576,122.298,9.72,88,98,12.21,CN,1711401898
357,belmonte,-15.8631,-38.8828,26.39,82,19,2.96,BR,1711401316
358,taoudenni,22.6783,-3.9836,26.85,17,79,5.79,ML,1711401901
359,sikonge,-5.6333,32.7667,19.7,87,96,1.84,TZ,1711401905
360,kenai,60.5544,-151.2583,4.05,92,100,2.57,US,1711401907
361,liuli,-11.0833,34.6333,23.97,84,98,2.29,TZ,1711401908
362,brandon,27.9378,-82.2859,28.41,61,100,5.66,US,1711401790
363,hasaki,35.7333,140.8333,11.27,85,100,7.33,JP,1711401910
364,canchungo,12.0672,-16.0333,28.07,34,98,4.35,GW,1711401911
365,ohara,35.25,140.3833,10.92,92,100,4.9,JP,1711401913
